ID do pedido,Data,Cod. Produto,ID Loja,Quantidade,Valor Unitario,Valor Total
27938,44729,BO0003,L90011,5,23.29,116.45
31203,44729,GO0003,L90011,1,67.43,67.43
31379,44729,TR0004,L90011,5,8.87,44.35
31739,44729,TR0004,L90011,1,8.87,8.87
40866,44729,GO0003,L90011,2,69.04,138.08
41359,44729,BO0002,L90011,1,16.42,16.42
42588,44729,BO0001,L90011,1,14.74,14.74
48558,44729,TR0002,L90011,1,5.37,5.37
64534,44729,GO0001,L90011,1,162.26,162.26
70583,44729,GO0004,L90011,1,86.88,86.88
99796,44729,GO0002,L90011,3,84.3,252.9
100483,44729,BO0004,L90011,2,67.43,134.86
12187,44730,BO0001,L90011,2,14.74,29.48
13660,44730,GO0001,L90011,1,162.26,162.26
17564,44730,GO0001,L90011,3,162.26,486.78
20552,44730,GO0003,L90011,2,67.43,134.86
24345,44730,BO0002,L90011,3,16.42,49.26
30328,44730,GO0003,L90011,3,67.43,202.29
30861,44730,GO0003,L90011,2,69.04,138.08
39798,44730,BO0004,L90011,5,56.29,281.45
49923,44730,BO0001,L90011,2,14.74,29.48
60808,44730,GO0003,L90011,2,56.29,112.58
68627,44730,TR0002,L90011,3,5.37,16.11
75821,44730,BA0003,L90011,2,33.76,67.52
90086,44730,GO0002,L90011,2,84.3,168.6
92860,44730,GO0001,L90011,2,162.26,324.52
102726,44730,GO0001,L90011,3,162.26,486.78
103581,44730,GO0004,L90011,1,86.88,86.88
105545,44730,BO0004,L90011,2,86.85,173.7
17053,44731,GO0004,L90011,1,86.88,86.88
23204,44731,GO0003,L90011,1,69.04,69.04
24460,44731,BO0004,L90011,1,56.29,56.29
24640,44731,GO0003,L90011,2,69.04,138.08
31117,44731,GO0001,L90011,3,162.26,486.78
35547,44731,BO0004,L90011,3,86.85,260.55
37126,44731,GO0003,L90011,1,56.29,56.29
45967,44731,GO0003,L90011,2,67.43,134.86
46925,44731,BA0003,L90011,2,33.76,67.52
51381,44731,BO0002,L90011,1,16.42,16.42
55338,44731,BA0001,L90011,1,56.29,56.29
58761,44731,BA0002,L90011,2,11.62,23.24
59509,44731,GO0001,L90011,4,162.26,649.04
60982,44731,GO0002,L90011,1,84.3,84.3
67494,44731,GO0002,L90011,1,84.3,84.3
68935,44731,BO0002,L90011,2,16.42,32.84
86996,44731,TR0002,L90011,1,5.37,5.37
91903,44731,TR0002,L90011,2,5.37,10.74
92337,44731,BO0002,L90011,1,16.42,16.42
95358,44731,BO0001,L90011,4,14.74,58.96
98202,44731,GO0003,L90011,4,50.42,201.68
102609,44731,GO0003,L90011,2,69.04,138.08
102941,44731,BO0004,L90011,1,46.52,46.52
103160,44731,TR0004,L90011,2,8.87,17.74
106575,44731,BO0001,L90011,1,14.74,14.74
13532,44732,GO0002,L90011,1,84.3,84.3
20353,44732,GO0003,L90011,1,86.85,86.85
27829,44732,TR0002,L90011,4,5.37,21.48
37363,44732,GO0003,L90011,2,56.29,112.58
42356,44732,GO0003,L90011,1,50.42,50.42
43728,44732,GO0001,L90011,2,162.26,324.52
44103,44732,GO0003,L90011,2,56.29,112.58
55324,44732,GO0001,L90011,2,162.26,324.52
57524,44732,GO0004,L90011,1,86.88,86.88
59878,44732,TR0003,L90011,2,6.71,13.42
63556,44732,TR0002,L90011,1,5.37,5.37
64239,44732,BA0001,L90011,2,86.85,173.7
69157,44732,BO0004,L90011,2,56.29,112.58
75381,44732,GO0003,L90011,2,86.85,173.7
78554,44732,BA0001,L90011,2,21.71,43.42
80121,44732,GO0003,L90011,1,56.29,56.29
81702,44732,BO0002,L90011,2,16.42,32.84
87164,44732,BO0004,L90011,1,56.29,56.29
104650,44732,BA0001,L90011,2,86.85,173.7
106598,44732,GO0002,L90011,2,84.3,168.6
12310,44733,BO0001,L90011,3,14.74,44.22
19371,44733,GO0001,L90011,4,162.26,649.04
20645,44733,TR0001,L90011,1,8.06,8.06
28089,44733,GO0002,L90011,1,84.3,84.3
31738,44733,GO0004,L90011,2,86.88,173.76
40168,44733,BA0001,L90011,2,67.43,134.86
44009,44733,BA0001,L90011,2,50.42,100.84
52261,44733,TR0002,L90011,1,5.37,5.37
53580,44733,BO0004,L90011,2,86.85,173.7
57401,44733,BO0004,L90011,2,67.43,134.86
67795,44733,GO0002,L90011,2,84.3,168.6
72946,44733,BA0001,L90011,4,67.43,269.72
96295,44733,BA0004,L90011,1,41.78,41.78
18065,44734,GO0003,L90011,2,69.04,138.08
20759,44734,TR0003,L90011,2,6.71,13.42
24801,44734,TR0003,L90011,2,6.71,13.42
25169,44734,GO0004,L90011,1,86.88,86.88
43459,44734,TR0002,L90011,1,5.37,5.37
52982,44734,BA0001,L90011,4,56.29,225.16
67684,44734,BA0001,L90011,3,56.29,168.87
71109,44734,BO0004,L90011,2,46.52,93.04
79159,44734,TR0001,L90011,1,8.06,8.06
86180,44734,TR0002,L90011,1,5.37,5.37
93774,44734,BA0001,L90011,2,56.29,112.58
94480,44734,GO0001,L90011,1,162.26,162.26
100962,44734,GO0003,L90011,2,67.43,134.86
101932,44734,BO0002,L90011,1,16.42,16.42
11115,44735,BO0004,L90011,2,67.43,134.86
28871,44735,GO0003,L90011,1,69.04,69.04
29888,44735,BO0004,L90011,2,67.43,134.86
32794,44735,BO0004,L90011,2,50.42,100.84
39210,44735,GO0003,L90011,5,50.42,252.1
43421,44735,TR0003,L90011,1,6.71,6.71
54606,44735,BO0003,L90011,1,23.29,23.29
63463,44735,TR0003,L90011,1,6.71,6.71
64319,44735,TR0001,L90011,1,8.06,8.06
70338,44735,BO0004,L90011,1,67.43,67.43
80384,44735,BO0004,L90011,2,46.52,93.04
81227,44735,TR0004,L90011,3,8.87,26.61
81266,44735,GO0003,L90011,2,67.43,134.86
82946,44735,BO0004,L90011,3,86.85,260.55
83293,44735,BA0001,L90011,1,86.85,86.85
91778,44735,GO0001,L90011,1,162.26,162.26
93886,44735,BO0004,L90011,5,50.42,252.1
95038,44735,TR0002,L90011,2,5.37,10.74
107609,44735,GO0003,L90011,3,50.42,151.26
12269,44736,GO0002,L90011,1,84.3,84.3
17910,44736,BO0004,L90011,2,56.29,112.58
21673,44736,BO0002,L90011,5,16.42,82.1
22163,44736,GO0003,L90011,3,69.04,207.12
36524,44736,TR0001,L90011,2,8.06,16.12
42472,44736,BO0004,L90011,1,67.43,67.43
44344,44736,BO0002,L90011,2,16.42,32.84
47643,44736,BO0002,L90011,2,16.42,32.84
48243,44736,BO0003,L90011,2,23.29,46.58
48662,44736,BO0004,L90011,3,50.42,151.26
49663,44736,TR0001,L90011,2,8.06,16.12
61062,44736,TR0002,L90011,2,5.37,10.74
65198,44736,BO0004,L90011,2,46.52,93.04
69328,44736,BA0001,L90011,1,50.42,50.42
72397,44736,GO0002,L90011,4,84.3,337.2
77553,44736,BO0001,L90011,2,14.74,29.48
87138,44736,BO0002,L90011,1,16.42,16.42
94116,44736,GO0003,L90011,1,56.29,56.29
96610,44736,TR0003,L90011,1,6.71,6.71
96842,44736,GO0003,L90011,1,56.29,56.29
103391,44736,GO0002,L90011,2,84.3,168.6
11967,44737,GO0004,L90011,4,86.88,347.52
13991,44737,TR0002,L90011,1,5.37,5.37
27333,44737,GO0003,L90011,1,50.42,50.42
40669,44737,BA0001,L90011,2,67.43,134.86
40905,44737,GO0003,L90011,2,86.85,173.7
42118,44737,GO0004,L90011,3,86.88,260.64
45678,44737,TR0001,L90011,1,8.06,8.06
47838,44737,BO0004,L90011,2,67.43,134.86
52455,44737,GO0003,L90011,5,69.04,345.2
55875,44737,BA0001,L90011,1,86.85,86.85
56558,44737,GO0001,L90011,2,162.26,324.52
60134,44737,BO0002,L90011,2,16.42,32.84
65565,44737,GO0002,L90011,2,84.3,168.6
67321,44737,BO0004,L90011,1,50.42,50.42
69103,44737,BO0004,L90011,4,86.85,347.4
91556,44737,GO0004,L90011,3,86.88,260.64
100491,44737,BO0004,L90011,2,50.42,100.84
108631,44737,BO0001,L90011,2,14.74,29.48
20141,44738,BA0001,L90011,3,67.43,202.29
38700,44738,BA0001,L90011,2,67.43,134.86
38701,44738,BO0004,L90011,5,56.29,281.45
40049,44738,GO0002,L90011,2,84.3,168.6
41497,44738,BO0002,L90011,3,16.42,49.26
42636,44738,GO0002,L90011,2,84.3,168.6
43323,44738,GO0002,L90011,2,84.3,168.6
49313,44738,BO0002,L90011,3,16.42,49.26
56934,44738,BO0002,L90011,2,16.42,32.84
59930,44738,BA0004,L90011,3,41.78,125.34
63998,44738,GO0004,L90011,3,86.88,260.64
66649,44738,GO0002,L90011,5,84.3,421.5
71837,44738,GO0001,L90011,2,162.26,324.52
81481,44738,BO0004,L90011,2,50.42,100.84
93308,44738,GO0003,L90011,1,56.29,56.29
98846,44738,GO0003,L90011,1,56.29,56.29
102905,44738,GO0003,L90011,2,50.42,100.84
108096,44738,BO0002,L90011,2,16.42,32.84
109951,44738,BA0003,L90011,1,33.76,33.76
10836,44739,TR0003,L90011,2,6.71,13.42
18731,44739,BO0004,L90011,2,46.52,93.04
21654,44739,GO0003,L90011,2,86.85,173.7
33043,44739,GO0003,L90011,2,67.43,134.86
37273,44739,BA0001,L90011,5,50.42,252.1
43100,44739,GO0003,L90011,1,50.42,50.42
44910,44739,TR0003,L90011,1,6.71,6.71
45155,44739,BA0001,L90011,1,56.29,56.29
46959,44739,GO0002,L90011,2,84.3,168.6
53190,44739,TR0004,L90011,1,8.87,8.87
56236,44739,BA0002,L90011,1,11.62,11.62
77324,44739,GO0004,L90011,5,86.88,434.4
79361,44739,BA0001,L90011,1,67.43,67.43
82315,44739,BA0001,L90011,1,86.85,86.85
86390,44739,GO0004,L90011,2,86.88,173.76
88115,44739,GO0001,L90011,1,162.26,162.26
90941,44678,GO0004,L90011,2,86.88,173.76
106942,44678,OV0001,L90011,1,56.29,56.29
108169,44678,TR0002,L90011,2,5.37,10.74
108678,44678,TR0003,L90011,1,6.71,6.71
108746,44678,TR0003,L90011,5,6.71,33.55
10120,44679,GO0004,L90011,3,86.88,260.64
10314,44679,BO0001,L90011,2,14.74,29.48
16702,44679,TR0002,L90011,2,5.37,10.74
58277,44679,OV0002,L90011,2,67.43,134.86
61448,44679,OV0004,L90011,1,50.42,50.42
62331,44679,GO0002,L90011,1,84.3,84.3
63495,44679,GO0003,L90011,2,69.04,138.08
74267,44679,BA0003,L90011,2,33.76,67.52
82160,44679,OV0004,L90011,3,50.42,151.26
93563,44679,TR0003,L90011,2,6.71,13.42
97860,44679,OV0003,L90011,2,86.85,173.7
106720,44679,BO0004,L90011,2,46.52,93.04
11581,44680,GO0002,L90011,2,84.3,168.6
14199,44680,GO0003,L90011,2,69.04,138.08
20585,44680,BA0001,L90011,3,21.71,65.13
39317,44680,OV0003,L90011,2,86.85,173.7
45982,44680,OV0004,L90011,2,50.42,100.84
46845,44680,TR0003,L90011,4,6.71,26.84
47669,44680,BA0001,L90011,1,21.71,21.71
53134,44680,OV0003,L90011,1,86.85,86.85
56414,44680,TR0002,L90011,3,5.37,16.11
60446,44680,TR0001,L90011,5,8.06,40.3
60515,44680,BO0001,L90011,3,14.74,44.22
60619,44680,OV0001,L90011,1,56.29,56.29
79693,44680,OV0002,L90011,2,67.43,134.86
83616,44680,GO0002,L90011,1,84.3,84.3
88846,44680,TR0003,L90011,1,6.71,6.71
92133,44680,OV0002,L90011,1,67.43,67.43
98190,44680,OV0003,L90011,2,86.85,173.7
102242,44680,OV0003,L90011,3,86.85,260.55
104151,44680,OV0003,L90011,1,86.85,86.85
12559,44681,TR0004,L90011,2,8.87,17.74
13055,44681,TR0003,L90011,2,6.71,13.42
15578,44681,GO0001,L90011,2,162.26,324.52
15764,44681,OV0003,L90011,2,86.85,173.7
19002,44681,OV0004,L90011,1,50.42,50.42
26995,44681,OV0003,L90011,1,86.85,86.85
30834,44681,TR0002,L90011,1,5.37,5.37
43827,44681,GO0004,L90011,2,86.88,173.76
46055,44681,TR0002,L90011,2,5.37,10.74
50897,44681,TR0002,L90011,2,5.37,10.74
56068,44681,TR0004,L90011,1,8.87,8.87
72508,44681,GO0004,L90011,1,86.88,86.88
75058,44681,GO0004,L90011,2,86.88,173.76
80170,44681,GO0003,L90011,2,69.04,138.08
82344,44681,GO0004,L90011,3,86.88,260.64
84319,44681,GO0003,L90011,2,69.04,138.08
89662,44681,OV0001,L90011,2,56.29,112.58
90602,44681,BA0002,L90011,1,11.62,11.62
91076,44681,TR0001,L90011,3,8.06,24.18
94942,44681,OV0001,L90011,1,56.29,56.29
95370,44681,TR0003,L90011,1,6.71,6.71
96745,44681,OV0002,L90011,2,67.43,134.86
98745,44681,OV0003,L90011,2,86.85,173.7
10300,44743,GO0001,L90011,2,162.26,324.52
15302,44743,GO0004,L90011,2,86.88,173.76
16698,44743,GO0002,L90011,1,84.3,84.3
35626,44743,GO0003,L90011,1,86.85,86.85
38884,44743,BO0001,L90011,1,14.74,14.74
41728,44743,GO0003,L90011,2,67.43,134.86
50208,44743,TR0001,L90011,2,8.06,16.12
50527,44743,BA0001,L90011,2,67.43,134.86
61182,44743,TR0004,L90011,2,8.87,17.74
62635,44743,BA0003,L90011,1,33.76,33.76
62947,44743,GO0001,L90011,1,162.26,162.26
73432,44743,BO0004,L90011,1,46.52,46.52
75039,44743,TR0003,L90011,2,6.71,13.42
75936,44743,TR0001,L90011,1,8.06,8.06
76499,44743,BA0001,L90011,2,56.29,112.58
87849,44743,TR0002,L90011,2,5.37,10.74
89388,44743,TR0004,L90011,2,8.87,17.74
91230,44743,GO0003,L90011,2,86.85,173.7
91888,44743,BA0001,L90011,1,86.85,86.85
93382,44743,TR0004,L90011,2,8.87,17.74
94535,44743,GO0003,L90011,4,50.42,201.68
102058,44743,BA0004,L90011,3,41.78,125.34
102532,44743,TR0003,L90011,1,6.71,6.71
105214,44743,GO0002,L90011,2,84.3,168.6
10016,44744,BA0003,L90011,4,33.76,135.04
23288,44744,BA0002,L90011,1,11.62,11.62
31150,44744,BA0001,L90011,2,56.29,112.58
32657,44744,GO0003,L90011,1,69.04,69.04
44078,44744,GO0003,L90011,1,67.43,67.43
56661,44744,BA0001,L90011,1,56.29,56.29
57021,44744,BO0001,L90011,3,14.74,44.22
58957,44744,TR0003,L90011,3,6.71,20.13
63628,44744,GO0004,L90011,3,86.88,260.64
76947,44744,GO0001,L90011,2,162.26,324.52
86289,44744,GO0003,L90011,1,69.04,69.04
86877,44744,GO0003,L90011,3,69.04,207.12
90214,44744,GO0002,L90011,2,84.3,168.6
94642,44744,BA0003,L90011,1,33.76,33.76
94818,44744,BO0004,L90011,1,50.42,50.42
96684,44744,BA0002,L90011,2,11.62,23.24
102373,44744,TR0003,L90011,2,6.71,13.42
104390,44744,TR0004,L90011,2,8.87,17.74
108827,44744,GO0003,L90011,2,69.04,138.08
11047,44745,BA0001,L90011,2,67.43,134.86
12695,44745,BO0002,L90011,1,16.42,16.42
13568,44745,BA0004,L90011,1,41.78,41.78
14608,44745,BA0001,L90011,2,21.71,43.42
16313,44745,BO0004,L90011,3,67.43,202.29
20798,44745,GO0001,L90011,1,162.26,162.26
29352,44745,BO0004,L90011,2,67.43,134.86
29496,44745,BO0004,L90011,2,67.43,134.86
39103,44745,TR0003,L90011,2,6.71,13.42
46353,44745,GO0002,L90011,2,84.3,168.6
51350,44745,TR0001,L90011,1,8.06,8.06
52162,44745,TR0004,L90011,1,8.87,8.87
53872,44745,BA0001,L90011,3,56.29,168.87
54633,44745,GO0004,L90011,2,86.88,173.76
62704,44745,BO0004,L90011,1,67.43,67.43
65209,44745,GO0002,L90011,2,84.3,168.6
73734,44745,GO0003,L90011,2,69.04,138.08
79123,44745,GO0004,L90011,4,86.88,347.52
84014,44745,GO0001,L90011,1,162.26,162.26
85736,44745,GO0003,L90011,2,69.04,138.08
88572,44745,GO0003,L90011,2,69.04,138.08
102819,44745,GO0004,L90011,4,86.88,347.52
107163,44745,BO0004,L90011,5,86.85,434.25
16219,44746,BO0001,L90011,2,14.74,29.48
17022,44746,BO0001,L90011,2,14.74,29.48
18067,44746,TR0004,L90011,1,8.87,8.87
31711,44746,GO0003,L90011,1,50.42,50.42
32155,44746,BO0004,L90011,1,50.42,50.42
35548,44746,BA0001,L90011,2,56.29,112.58
39485,44746,GO0002,L90011,1,84.3,84.3
40868,44746,GO0003,L90011,2,86.85,173.7
46761,44746,TR0003,L90011,1,6.71,6.71
50424,44746,GO0003,L90011,2,69.04,138.08
53598,44746,GO0001,L90011,1,162.26,162.26
53606,44746,GO0003,L90011,2,50.42,100.84
57446,44746,BA0001,L90011,1,86.85,86.85
62257,44746,BO0002,L90011,1,16.42,16.42
68367,44746,BA0001,L90011,5,21.71,108.55
68811,44746,BO0004,L90011,2,46.52,93.04
81550,44746,TR0001,L90011,3,8.06,24.18
89030,44746,GO0003,L90011,2,69.04,138.08
89510,44746,BO0004,L90011,2,50.42,100.84
90304,44746,TR0003,L90011,2,6.71,13.42
96725,44746,GO0001,L90011,4,162.26,649.04
103744,44746,GO0003,L90011,2,69.04,138.08
103822,44746,BA0003,L90011,2,33.76,67.52
105752,44746,TR0004,L90011,1,8.87,8.87
13428,44747,GO0004,L90011,1,86.88,86.88
14503,44747,TR0001,L90011,2,8.06,16.12
15413,44747,BA0001,L90011,1,50.42,50.42
31875,44747,GO0003,L90011,1,67.43,67.43
43540,44747,BO0001,L90011,1,14.74,14.74
48733,44747,GO0003,L90011,2,86.85,173.7
51680,44747,BA0001,L90011,1,21.71,21.71
52312,44747,GO0001,L90011,5,162.26,811.3
59009,44747,BA0001,L90011,2,21.71,43.42
68209,44747,GO0001,L90011,1,162.26,162.26
68272,44747,TR0002,L90011,4,5.37,21.48
81324,44747,BA0003,L90011,2,33.76,67.52
85990,44747,BA0001,L90011,2,67.43,134.86
11925,44748,BO0002,L90011,1,16.42,16.42
15935,44748,BO0004,L90011,2,46.52,93.04
38163,44748,BO0001,L90011,3,14.74,44.22
38282,44748,BO0004,L90011,2,56.29,112.58
42362,44748,BO0002,L90011,2,16.42,32.84
43335,44748,GO0001,L90011,2,162.26,324.52
49615,44748,BA0002,L90011,3,11.62,34.86
59745,44748,TR0001,L90011,3,8.06,24.18
60305,44748,GO0003,L90011,1,67.43,67.43
72193,44748,GO0004,L90011,1,86.88,86.88
75184,44748,GO0001,L90011,4,162.26,649.04
75348,44748,BA0001,L90011,4,67.43,269.72
83917,44748,BA0001,L90011,2,50.42,100.84
86827,44748,GO0002,L90011,2,84.3,168.6
90478,44748,GO0004,L90011,1,86.88,86.88
96194,44748,GO0001,L90011,2,162.26,324.52
97784,44748,BO0001,L90011,5,14.74,73.7
98649,44748,BO0004,L90011,4,46.52,186.08
101784,44748,BO0004,L90011,2,56.29,112.58
10581,44749,BA0001,L90011,2,67.43,134.86
11561,44749,BA0001,L90011,1,67.43,67.43
12972,44749,TR0004,L90011,2,8.87,17.74
14742,44749,TR0004,L90011,3,8.87,26.61
18603,44749,GO0003,L90011,1,67.43,67.43
22535,44749,GO0003,L90011,2,69.04,138.08
22719,44749,GO0003,L90011,2,69.04,138.08
46097,44749,TR0004,L90011,2,8.87,17.74
54792,44749,TR0004,L90011,1,8.87,8.87
62155,44749,GO0003,L90011,1,67.43,67.43
73792,44749,BA0002,L90011,4,11.62,46.48
86497,44749,BA0001,L90011,1,56.29,56.29
87823,44749,TR0004,L90011,1,8.87,8.87
95032,44749,BO0004,L90011,1,46.52,46.52
101851,44749,GO0004,L90011,2,86.88,173.76
16270,44750,GO0002,L90011,1,84.3,84.3
33267,44750,GO0002,L90011,1,84.3,84.3
34947,44750,GO0002,L90011,2,84.3,168.6
65104,44750,BO0004,L90011,1,56.29,56.29
87376,44750,TR0002,L90011,2,5.37,10.74
108243,44750,BA0003,L90011,3,33.76,101.28
24566,44751,BA0001,L90011,2,67.43,134.86
24844,44751,BA0003,L90011,1,33.76,33.76
37972,44751,GO0004,L90011,2,86.88,173.76
52771,44751,BA0001,L90011,2,86.85,173.7
58495,44751,BA0001,L90011,2,56.29,112.58
76250,44751,GO0003,L90011,2,69.04,138.08
87265,44751,BO0004,L90011,1,46.52,46.52
88397,44751,GO0003,L90011,1,67.43,67.43
88465,44751,GO0003,L90011,1,69.04,69.04
91991,44751,GO0003,L90011,2,67.43,134.86
102667,44751,TR0001,L90011,1,8.06,8.06
103050,44751,GO0001,L90011,1,162.26,162.26
103242,44751,GO0003,L90011,2,50.42,100.84
105871,44751,TR0004,L90011,1,8.87,8.87
106029,44751,GO0004,L90011,2,86.88,173.76
107094,44751,BO0004,L90011,5,50.42,252.1
23920,44752,BA0001,L90011,1,50.42,50.42
32921,44752,GO0004,L90011,4,86.88,347.52
36171,44752,BA0001,L90011,1,21.71,21.71
41483,44752,GO0003,L90011,1,86.85,86.85
63944,44752,GO0002,L90011,2,84.3,168.6
71226,44752,BO0001,L90011,1,14.74,14.74
81757,44752,BO0003,L90011,1,23.29,23.29
104724,44752,TR0003,L90011,1,6.71,6.71
13108,44753,GO0004,L90011,1,86.88,86.88
20123,44753,BA0001,L90011,3,86.85,260.55
20999,44753,TR0004,L90011,2,8.87,17.74
28854,44753,GO0003,L90011,2,69.04,138.08
49231,44753,BO0004,L90011,4,46.52,186.08
52219,44753,BO0003,L90011,2,23.29,46.58
53015,44753,GO0004,L90011,5,86.88,434.4
62296,44753,BA0004,L90011,2,41.78,83.56
64824,44753,BO0004,L90011,2,46.52,93.04
69286,44753,BO0004,L90011,1,46.52,46.52
74758,44753,BA0003,L90011,2,33.76,67.52
79745,44753,GO0001,L90011,5,162.26,811.3
81559,44753,GO0003,L90011,1,86.85,86.85
86825,44753,BO0004,L90011,3,67.43,202.29
87145,44753,TR0001,L90011,3,8.06,24.18
98605,44753,BA0004,L90011,1,41.78,41.78
99728,44753,BO0004,L90011,3,46.52,139.56
100390,44753,GO0004,L90011,3,86.88,260.64
100415,44753,GO0003,L90011,1,69.04,69.04
102966,44753,GO0003,L90011,2,69.04,138.08
12437,44754,GO0001,L90011,3,162.26,486.78
17195,44754,TR0002,L90011,2,5.37,10.74
18359,44754,BO0004,L90011,2,56.29,112.58
25653,44754,BO0004,L90011,2,56.29,112.58
35863,44754,GO0002,L90011,2,84.3,168.6
62295,44754,GO0002,L90011,2,84.3,168.6
66895,44754,TR0003,L90011,3,6.71,20.13
75231,44754,GO0003,L90011,1,50.42,50.42
80908,44754,BO0004,L90011,1,67.43,67.43
85859,44754,BA0001,L90011,1,56.29,56.29
89907,44754,BA0001,L90011,1,67.43,67.43
97469,44754,GO0003,L90011,4,67.43,269.72
98093,44754,TR0004,L90011,1,8.87,8.87
17147,44755,BO0004,L90011,2,67.43,134.86
26852,44755,BO0004,L90011,4,50.42,201.68
29984,44755,BO0004,L90011,1,50.42,50.42
35085,44755,BA0001,L90011,1,67.43,67.43
35396,44755,BO0003,L90011,3,23.29,69.87
43691,44755,GO0003,L90011,1,86.85,86.85
50130,44755,GO0001,L90011,1,162.26,162.26
54700,44755,BO0003,L90011,2,23.29,46.58
59449,44755,BA0001,L90011,1,86.85,86.85
62232,44755,GO0003,L90011,1,69.04,69.04
62791,44755,TR0002,L90011,2,5.37,10.74
66494,44755,BO0004,L90011,2,56.29,112.58
82296,44755,BA0003,L90011,3,33.76,101.28
90341,44755,TR0002,L90011,3,5.37,16.11
103041,44755,BO0004,L90011,2,67.43,134.86
105379,44755,TR0003,L90011,2,6.71,13.42
106071,44755,BA0001,L90011,1,86.85,86.85
27830,44756,GO0003,L90011,1,69.04,69.04
29155,44756,TR0001,L90011,1,8.06,8.06
35039,44756,TR0004,L90011,2,8.87,17.74
40863,44756,BO0001,L90011,4,14.74,58.96
50331,44756,GO0004,L90011,2,86.88,173.76
50394,44756,GO0003,L90011,1,86.85,86.85
73669,44756,GO0004,L90011,1,86.88,86.88
83296,44756,GO0003,L90011,2,86.85,173.7
86823,44756,GO0003,L90011,2,56.29,112.58
89539,44756,BA0001,L90011,2,86.85,173.7
91041,44756,GO0003,L90011,2,67.43,134.86
13895,44757,BO0004,L90011,1,50.42,50.42
15942,44757,GO0001,L90011,2,162.26,324.52
33055,44757,BA0001,L90011,1,86.85,86.85
40598,44757,BA0003,L90011,2,33.76,67.52
59429,44757,GO0003,L90011,5,50.42,252.1
63162,44757,TR0002,L90011,2,5.37,10.74
72515,44757,GO0004,L90011,1,86.88,86.88
80650,44757,GO0001,L90011,4,162.26,649.04
82475,44757,GO0003,L90011,4,69.04,276.16
89666,44757,GO0001,L90011,2,162.26,324.52
89988,44757,BO0004,L90011,1,46.52,46.52
102597,44757,BO0004,L90011,2,46.52,93.04
108277,44757,BA0004,L90011,1,41.78,41.78
10849,44758,GO0002,L90011,3,84.3,252.9
12294,44758,GO0001,L90011,2,162.26,324.52
13557,44758,BA0001,L90011,2,86.85,173.7
24785,44758,TR0001,L90011,2,8.06,16.12
45682,44758,TR0004,L90011,5,8.87,44.35
46224,44758,GO0003,L90011,1,69.04,69.04
51503,44758,GO0002,L90011,2,84.3,168.6
54148,44758,TR0003,L90011,4,6.71,26.84
64857,44758,TR0004,L90011,2,8.87,17.74
65422,44758,GO0003,L90011,3,69.04,207.12
69437,44758,GO0002,L90011,2,84.3,168.6
75136,44758,GO0002,L90011,3,84.3,252.9
86304,44758,BO0004,L90011,5,86.85,434.25
13498,44759,BA0001,L90011,2,56.29,112.58
34161,44759,GO0003,L90011,4,50.42,201.68
45462,44759,TR0001,L90011,1,8.06,8.06
53622,44759,BO0003,L90011,2,23.29,46.58
54941,44759,TR0003,L90011,2,6.71,13.42
62549,44759,TR0001,L90011,1,8.06,8.06
65443,44759,BO0004,L90011,2,86.85,173.7
65649,44759,BO0004,L90011,2,56.29,112.58
72541,44759,GO0004,L90011,1,86.88,86.88
78596,44759,BO0002,L90011,3,16.42,49.26
78988,44759,BA0001,L90011,1,86.85,86.85
84495,44759,GO0003,L90011,2,69.04,138.08
85263,44759,BA0004,L90011,2,41.78,83.56
90005,44759,GO0004,L90011,2,86.88,173.76
90852,44759,GO0002,L90011,3,84.3,252.9
93980,44759,BA0001,L90011,3,67.43,202.29
97171,44759,BO0004,L90011,1,86.85,86.85
97880,44759,BA0002,L90011,1,11.62,11.62
99744,44759,GO0003,L90011,1,69.04,69.04
102921,44759,BO0003,L90011,1,23.29,23.29
105166,44759,GO0003,L90011,3,67.43,202.29
12955,44760,TR0001,L90011,2,8.06,16.12
18062,44760,BO0004,L90011,5,67.43,337.15
18405,44760,BA0001,L90011,1,56.29,56.29
35027,44760,BO0001,L90011,2,14.74,29.48
41539,44760,GO0002,L90011,2,84.3,168.6
49435,44760,GO0002,L90011,1,84.3,84.3
53690,44760,BA0001,L90011,1,56.29,56.29
56102,44760,GO0003,L90011,1,69.04,69.04
69305,44760,BA0001,L90011,1,67.43,67.43
70701,44760,BA0001,L90011,1,86.85,86.85
85416,44760,GO0003,L90011,2,69.04,138.08
104136,44760,BO0003,L90011,2,23.29,46.58
23149,44761,GO0003,L90011,1,69.04,69.04
25533,44761,GO0003,L90011,2,69.04,138.08
34290,44761,TR0001,L90011,1,8.06,8.06
39153,44761,TR0004,L90011,2,8.87,17.74
42307,44761,GO0003,L90011,1,67.43,67.43
44511,44761,GO0002,L90011,1,84.3,84.3
48107,44761,BO0002,L90011,4,16.42,65.68
49188,44761,TR0004,L90011,2,8.87,17.74
56911,44761,BO0001,L90011,2,14.74,29.48
73704,44761,GO0001,L90011,2,162.26,324.52
76274,44761,GO0001,L90011,2,162.26,324.52
78605,44761,BA0004,L90011,2,41.78,83.56
79182,44761,TR0004,L90011,3,8.87,26.61
100703,44761,GO0003,L90011,2,69.04,138.08
101633,44761,BA0001,L90011,2,50.42,100.84
109152,44761,GO0003,L90011,1,69.04,69.04
26641,44762,TR0001,L90011,2,8.06,16.12
37681,44762,GO0003,L90011,1,86.85,86.85
